scheme,round,crypto_cost_round_mean,crypto_fraction_mean
ML-DSA-87,2,0.0034628263674670993,3.39863773740056e-05
ML-DSA-87,3,0.0035431973170483603,3.536927133828629e-05
ML-DSA-87,4,0.0041062602773302365,4.120724704236672e-05
ML-DSA-87,5,0.0036615471821272367,3.618870025811776e-05
ML-DSA-87,6,0.003957601031287922,3.924119331297385e-05
ML-DSA-87,7,0.0034824780654157117,3.443524532196315e-05
ML-DSA-87,8,0.003900254471226966,3.872346232317859e-05
ML-DSA-87,9,0.0035134176723653834,3.504547125744878e-05
ML-DSA-87,10,0.003495524683966738,3.481656401462717e-05
ML-DSA-87,11,0.003620439302175686,3.6127608971859886e-05
ML-DSA-87,12,0.003880735766141885,3.881811913558166e-05
ML-DSA-87,13,0.0032996266614639426,3.261621978793376e-05
ML-DSA-87,14,0.00395753975026252,3.942802814303367e-05
ML-DSA-87,15,0.0036583515815430886,3.614059104028188e-05
ML-DSA-87,16,0.00361676407046553,3.6020276296156504e-05
ML-DSA-87,17,0.003920909296720667,3.882878673656524e-05
ML-DSA-87,18,0.0035800468176597467,3.569789112716675e-05
ML-DSA-87,19,0.003750346135347575,3.723186601539543e-05
ML-DSA-87,20,0.003924604877828992,3.870964797771333e-05
ML-DSA-87,21,0.003754929639398464,3.7068469450562494e-05
ML-DSA-87,22,0.0033890861552203374,3.384286466581732e-05
ML-DSA-87,23,0.003590657375752409,3.5376995989391935e-05
ML-DSA-87,24,0.0037552613764995834,3.730457877737871e-05
ML-DSA-87,25,0.003674748446791802,3.6604771049489804e-05
ML-DSA-87,26,0.0036193720530712493,3.5445336645324224e-05
ML-DSA-87,27,0.003774260217323292,3.787556617424883e-05
ML-DSA-87,28,0.003827584581449054,3.790131143880628e-05
ML-DSA-87,29,0.0035190678201609525,3.47755843471199e-05
ML-DSA-87,30,0.0036937128286803197,3.664660561320693e-05
RSA-2048,1,0.42173725073225743,0.004195123535943618
RSA-2048,2,0.2753244898281987,0.0027181040404067667
RSA-2048,3,0.29815150653012046,0.0029333387672856068
RSA-2048,4,0.3304782685358072,0.0032880167935927856
RSA-2048,5,0.2911305786576117,0.002861542245888181
RSA-2048,6,0.32995806923136073,0.0032712157922356057
RSA-2048,7,0.305336214555427,0.003017877269084237
RSA-2048,8,0.3843393812421706,0.003815052548907287
RSA-2048,9,0.2958158849738534,0.002939454934601513
RSA-2048,10,0.3471165433991696,0.0034563510472478158
RSA-2048,11,0.35845323065295764,0.0035674152010070786
RSA-2048,12,0.24581299680285112,0.0024436699939514714
RSA-2048,13,0.31084577650763046,0.003065169757002398
RSA-2048,14,0.3897222419735039,0.0038656628586790282
RSA-2048,15,0.35878808400593654,0.003525154720162593
RSA-2048,16,0.3225277748890216,0.0032054596619889458
RSA-2048,17,0.27237093062140005,0.002714273345500476
RSA-2048,18,0.25888902046717654,0.0025656396880824107
RSA-2048,19,0.3507032933644946,0.0034442859790146823
RSA-2048,20,0.29475781992077776,0.002928951975658316
RSA-2048,21,0.2841969694010908,0.002808729949813598
RSA-2048,22,0.32559995180927165,0.003199763381008957
RSA-2048,23,0.3467844489030535,0.003428660612207063
RSA-2048,24,0.2993720297235991,0.0029561300214775367
RSA-2048,25,0.3923440138343716,0.003895850376139302
RSA-2048,26,0.2834356850944454,0.002819943738269232
RSA-2048,27,0.2704299657605583,0.002666743931301491
RSA-2048,28,0.31393708521500185,0.003090509592282127
RSA-2048,29,0.31073777535930225,0.0030878253676252477
RSA-2048,30,0.2786805198993529,0.0027424393247854504
SPHINCS+-SHA2-128s-simple,1,1.1589802071452135,0.0114026736248896
SPHINCS+-SHA2-128s-simple,2,1.116782558290287,0.011059858279922879
SPHINCS+-SHA2-128s-simple,3,1.0526118368841701,0.010321071391648201
SPHINCS+-SHA2-128s-simple,4,1.223168120440095,0.012028297209343087
SPHINCS+-SHA2-128s-simple,5,1.0473275307565921,0.010376127370137099
SPHINCS+-SHA2-128s-simple,6,1.028314330056309,0.010090534712776173
SPHINCS+-SHA2-128s-simple,7,1.1458597048651422,0.011242923902983195
SPHINCS+-SHA2-128s-simple,8,1.1135504291392855,0.011045906242639696
SPHINCS+-SHA2-128s-simple,9,1.0352788676042102,0.010189789618983433
SPHINCS+-SHA2-128s-simple,10,1.25565241635777,0.012362133748696671
SPHINCS+-SHA2-128s-simple,11,1.0872395167592905,0.010788407889034544
SPHINCS+-SHA2-128s-simple,12,1.0637300541158758,0.010371825659252713
SPHINCS+-SHA2-128s-simple,13,1.1487193769775326,0.011330346628533963
SPHINCS+-SHA2-128s-simple,14,1.1071661812253288,0.01088068124752617
SPHINCS+-SHA2-128s-simple,15,1.0852739381603889,0.010685963755295253
SPHINCS+-SHA2-128s-simple,16,1.1375776832923286,0.011193722027262695
SPHINCS+-SHA2-128s-simple,17,1.1196297440212213,0.011030903882844586
SPHINCS+-SHA2-128s-simple,18,1.0338167636189604,0.010238594933095466
SPHINCS+-SHA2-128s-simple,19,1.2055660511832678,0.011884094509019158
SPHINCS+-SHA2-128s-simple,20,1.1982162647414945,0.01182812623654847
SPHINCS+-SHA2-128s-simple,21,1.0970457497052841,0.010804294317335532
SPHINCS+-SHA2-128s-simple,22,1.1550137117039407,0.011339915369709816
SPHINCS+-SHA2-128s-simple,23,1.0794473620597267,0.010660467748397826
SPHINCS+-SHA2-128s-simple,24,1.0663711302448058,0.010480735055026455
SPHINCS+-SHA2-128s-simple,25,1.1201685738749796,0.010968872558179906
SPHINCS+-SHA2-128s-simple,26,1.0624556534457945,0.010407776794635636
SPHINCS+-SHA2-128s-simple,27,1.0482798957731567,0.01035648051478993
SPHINCS+-SHA2-128s-simple,28,1.122076448798179,0.010992195270602361
SPHINCS+-SHA2-128s-simple,29,1.092210404807701,0.010701241784717114
SPHINCS+-SHA2-128s-simple,30,1.0266845540143543,0.010077252437006643
no_signature,1,0.0,0.0
no_signature,2,0.0,0.0
no_signature,3,0.0,0.0
no_signature,4,0.0,0.0
no_signature,5,0.0,0.0
no_signature,6,0.0,0.0
no_signature,7,0.0,0.0
no_signature,8,0.0,0.0
no_signature,9,0.0,0.0
no_signature,10,0.0,0.0
no_signature,11,0.0,0.0
no_signature,12,0.0,0.0
no_signature,13,0.0,0.0
no_signature,14,0.0,0.0
no_signature,15,0.0,0.0
no_signature,16,0.0,0.0
no_signature,17,0.0,0.0
no_signature,18,0.0,0.0
no_signature,19,0.0,0.0
no_signature,20,0.0,0.0
no_signature,21,0.0,0.0
no_signature,22,0.0,0.0
no_signature,23,0.0,0.0
no_signature,24,0.0,0.0
no_signature,25,0.0,0.0
no_signature,26,0.0,0.0
no_signature,27,0.0,0.0
no_signature,28,0.0,0.0
no_signature,29,0.0,0.0
no_signature,30,0.0,0.0
