scheme,round,crypto_cost_round_mean,crypto_fraction_mean
Falcon-padded-512,23,0.044969887593469586,0.0004478654151079195
Falcon-padded-512,24,0.04577692879829508,0.0004582104212368908
Falcon-padded-512,25,0.046228948600764326,0.00046103655479104357
Falcon-padded-512,26,0.04119172540085801,0.00041484765165262697
Falcon-padded-512,27,0.04858450600004229,0.0004863094309979688
Falcon-padded-512,28,0.046058966997952165,0.000461953639548268
Falcon-padded-512,29,0.04554167980386358,0.0004550818211087954
Falcon-padded-512,30,0.046351375193625685,0.00046301094609059484
ML-DSA-44,1,0.006923296600870717,6.887281876768797e-05
ML-DSA-44,2,0.0022971211998077646,2.3016351615042046e-05
ML-DSA-44,3,0.0024889410051394797,2.480869735079126e-05
ML-DSA-44,4,0.002631421801197108,2.6288593227851028e-05
ML-DSA-44,5,0.002442624200193261,2.456558732238549e-05
ML-DSA-44,6,0.0024833725983621703,2.4807261663144594e-05
ML-DSA-44,7,0.002588972601369656,2.5966322322380986e-05
ML-DSA-44,8,0.0023918635990407776,2.4155113507635828e-05
ML-DSA-44,9,0.0025248384008586685,2.53134475430119e-05
ML-DSA-44,10,0.0024724341979885287,2.467360481192895e-05
ML-DSA-44,11,0.002524654201988083,2.523191628576032e-05
ML-DSA-44,12,0.002847899001062059,2.840119172727114e-05
ML-DSA-44,13,0.00248523980335403,2.4778645873689515e-05
ML-DSA-44,14,0.0026262226019748472,2.6262036626428602e-05
ML-DSA-44,15,0.0022610114021513516,2.2366730946220616e-05
ML-DSA-44,16,0.0024434921971982332,2.430467584157073e-05
ML-DSA-44,17,0.0026465504044604024,2.6557920334339964e-05
ML-DSA-44,18,0.0023982637998409464,2.3696320858370822e-05
ML-DSA-44,19,0.0027446444029914753,2.7613362437645042e-05
ML-DSA-44,20,0.0025797912028788002,2.5874523712302634e-05
ML-DSA-44,21,0.002418487398971965,2.431110270736484e-05
ML-DSA-44,22,0.0026819970036734515,2.6861244771250817e-05
ML-DSA-44,23,0.0021974758041319073,2.1901694993439723e-05
ML-DSA-44,24,0.002524627598904315,2.5409978182434402e-05
ML-DSA-44,25,0.0024229629998439167,2.41101572152273e-05
ML-DSA-44,26,0.002438152196554618,2.4359962339527804e-05
ML-DSA-44,27,0.0023362738029387045,2.3338062271690912e-05
ML-DSA-44,28,0.002742671196028337,2.727241645450492e-05
ML-DSA-44,29,0.0023845047981007534,2.3879703200141318e-05
ML-DSA-44,30,0.0026034069975134906,2.595344137417272e-05
ML-DSA-65,1,0.007989627400092509,7.992698633624542e-05
ML-DSA-65,2,0.0030127980040555555,3.0242802344699448e-05
ML-DSA-65,3,0.003025637805694244,3.0110887833157112e-05
ML-DSA-65,4,0.0031890437981923767,3.207870736595747e-05
ML-DSA-65,5,0.003232484000909054,3.235902130144487e-05
ML-DSA-65,6,0.0031734210046119324,3.211858327316327e-05
ML-DSA-65,7,0.0031361902045313346,3.1652103235703604e-05
ML-DSA-65,8,0.003255053797328706,3.241047793871525e-05
ML-DSA-65,9,0.0031118028040504507,3.1687658738982047e-05
ML-DSA-65,10,0.0030049243949174685,3.020464542371932e-05
ML-DSA-65,11,0.0032454310021416436,3.256745331495469e-05
ML-DSA-65,12,0.002781660400068549,2.810754369948628e-05
ML-DSA-65,13,0.0030737294022395796,3.09049036901842e-05
ML-DSA-65,14,0.002749048198165378,2.775543113464064e-05
ML-DSA-65,15,0.0032466128010123518,3.242999577439778e-05
ML-DSA-65,16,0.0030107090016822215,3.0335468490446774e-05
ML-DSA-65,17,0.003034063999074971,3.0375476589661348e-05
ML-DSA-65,18,0.0030137710004050937,3.0549613473674396e-05
ML-DSA-65,19,0.003194559201073773,3.232610935291495e-05
ML-DSA-65,20,0.003213696599413611,3.2169368612779694e-05
ML-DSA-65,21,0.0029245816040197074,2.9540914146077746e-05
ML-DSA-65,22,0.0029141922008415356,2.901732772868973e-05
ML-DSA-65,23,0.0031525513943046124,3.1733067174426126e-05
ML-DSA-65,24,0.0028750040008157637,2.8750365195698962e-05
ML-DSA-65,25,0.003348555198317168,3.3443622187955974e-05
ML-DSA-65,26,0.0028906504012406195,2.910399423027374e-05
ML-DSA-65,27,0.0032333365998051,3.2469924185417475e-05
ML-DSA-65,28,0.0030590515954822006,3.094955061227661e-05
ML-DSA-65,29,0.0028934497982840853,2.8589032786681888e-05
ML-DSA-65,30,0.003263017595599603,3.290824896097542e-05
ML-DSA-87,1,0.009798553197469527,9.734077339617932e-05
ML-DSA-87,2,0.003499368402844323,3.5244648587101334e-05
ML-DSA-87,3,0.003834227198239492,3.86187074975897e-05
ML-DSA-87,4,0.003768234794551488,3.776893060797743e-05
ML-DSA-87,5,0.003509587592270081,3.5286237211457055e-05
ML-DSA-87,6,0.003967819602257202,3.946194082146577e-05
ML-DSA-87,7,0.0036231554055114945,3.649081488188186e-05
ML-DSA-87,8,0.003348798200749452,3.381636194115634e-05
ML-DSA-87,9,0.0036120760029001047,3.6424542622851405e-05
ML-DSA-87,10,0.003538282198859798,3.582490129997798e-05
ML-DSA-87,11,0.0037312916021613523,3.751991599595382e-05
ML-DSA-87,12,0.003557369595363778,3.580405986551831e-05
ML-DSA-87,13,0.00336579620052294,3.3486395374095894e-05
ML-DSA-87,14,0.0034816610008414108,3.524211700754766e-05
ML-DSA-87,15,0.0036289596086129606,3.638219706753649e-05
ML-DSA-87,16,0.003739371200935505,3.759309102813333e-05
ML-DSA-87,17,0.0035042777999472084,3.528622299128043e-05
ML-DSA-87,18,0.0033242206009156555,3.334157681915837e-05
ML-DSA-87,19,0.0037914708009333673,3.832550063854621e-05
ML-DSA-87,20,0.0038402403988577914,3.83546073465447e-05
ML-DSA-87,21,0.003488106003350638,3.483480548576745e-05
ML-DSA-87,22,0.0034148126018402314,3.441987781873328e-05
ML-DSA-87,23,0.004098738200990979,4.107561675866682e-05
ML-DSA-87,24,0.0035369223965966514,3.5406664030550136e-05
ML-DSA-87,25,0.0033573772008816186,3.3613583528947525e-05
ML-DSA-87,26,0.0037269898049992678,3.742612311392189e-05
ML-DSA-87,27,0.003596329598075782,3.610862263641069e-05
ML-DSA-87,28,0.0036393667993246436,3.656713286818902e-05
ML-DSA-87,29,0.003420479397026956,3.439054056878626e-05
ML-DSA-87,30,0.0036229704041028155,3.6309241501968875e-05
RSA-2048,1,0.38340802080929215,0.0038596849313722536
RSA-2048,2,0.29442105320631473,0.002951429870574356
RSA-2048,3,0.23083659219555502,0.0023226438871868883
RSA-2048,4,0.2937701553935762,0.002952594951372313
RSA-2048,5,0.32374890640203324,0.0032444004651737343
RSA-2048,6,0.36010654439742174,0.0036189930642972377
RSA-2048,7,0.32799047059670505,0.003303137956453859
RSA-2048,8,0.3822539468033933,0.003847573027497614
RSA-2048,9,0.37897469500167014,0.003774322273746653
RSA-2048,10,0.28219396180211287,0.002853992244716377
RSA-2048,11,0.4257742844012677,0.00427380902348649
RSA-2048,12,0.35365339300478765,0.0035543021405803135
RSA-2048,13,0.3470522075993353,0.003499471530251977
RSA-2048,14,0.2912977373984172,0.00291614225523311
RSA-2048,15,0.41822075480158627,0.004186055087928063
RSA-2048,16,0.27983064500149296,0.002816171881171935
RSA-2048,17,0.32734470819705114,0.0032759070001960092
RSA-2048,18,0.3042367763962825,0.003077256776852939
RSA-2048,19,0.3709890591941071,0.0037094113606316328
RSA-2048,20,0.27672731001075535,0.002781811681075874
RSA-2048,21,0.2597024970033085,0.002603124410873884
RSA-2048,22,0.31116456460586006,0.0031303056101518686
RSA-2048,23,0.3644189919854393,0.0036715814956998676
RSA-2048,24,0.32652479379466925,0.0032734096528198075
RSA-2048,25,0.22920865780179106,0.002304521690367991
RSA-2048,26,0.36798089540097817,0.0036781847858527034
RSA-2048,27,0.27555372920178295,0.0027702220351618683
RSA-2048,28,0.37168683060008295,0.003725162618034112
RSA-2048,29,0.3054522496007843,0.003050135516991315
RSA-2048,30,0.31659246700291943,0.0031845516747523715
SPHINCS+-SHA2-128s-simple,1,1.1228793880029109,0.011059728159084565
SPHINCS+-SHA2-128s-simple,2,1.0531631054051096,0.01048772844153413
SPHINCS+-SHA2-128s-simple,3,1.04025859159592,0.010252843934938605
SPHINCS+-SHA2-128s-simple,4,1.0693078757904,0.010564636771987634
SPHINCS+-SHA2-128s-simple,5,1.0166003943988464,0.010119449183659073
SPHINCS+-SHA2-128s-simple,6,1.0777567740049556,0.010690100738724779
SPHINCS+-SHA2-128s-simple,7,1.0278090983949362,0.01020596904606728
SPHINCS+-SHA2-128s-simple,8,1.1362743190140456,0.011180483986909268
SPHINCS+-SHA2-128s-simple,9,1.130380766002053,0.011132856481637329
SPHINCS+-SHA2-128s-simple,10,1.189518995593243,0.011788239372987218
SPHINCS+-SHA2-128s-simple,11,1.1451110547961427,0.011419287325182981
SPHINCS+-SHA2-128s-simple,12,1.1082608304015586,0.01116755255833434
SPHINCS+-SHA2-128s-simple,13,1.163914919611124,0.011581173451465641
SPHINCS+-SHA2-128s-simple,14,1.0128152176039287,0.010118587574676544
SPHINCS+-SHA2-128s-simple,15,1.1438749618042485,0.011277496627868557
SPHINCS+-SHA2-128s-simple,16,1.084107004394172,0.010704251624167771
SPHINCS+-SHA2-128s-simple,17,1.1312341549972182,0.011213914453314504
SPHINCS+-SHA2-128s-simple,18,1.1107207536042545,0.010907525280708963
SPHINCS+-SHA2-128s-simple,19,1.0548383399931474,0.010429842296959636
SPHINCS+-SHA2-128s-simple,20,1.151353148792986,0.011309450303947307
SPHINCS+-SHA2-128s-simple,21,1.0846008326014265,0.010742205970066854
SPHINCS+-SHA2-128s-simple,22,1.116039409209042,0.011074533657372357
SPHINCS+-SHA2-128s-simple,23,1.155685528398316,0.011508453945717022
SPHINCS+-SHA2-128s-simple,24,1.1119838473910924,0.011033421356934924
SPHINCS+-SHA2-128s-simple,25,1.0639214512033497,0.010459793053045204
SPHINCS+-SHA2-128s-simple,26,1.0506582995963973,0.010464612514285668
SPHINCS+-SHA2-128s-simple,27,1.0502030657997232,0.010476351961178198
SPHINCS+-SHA2-128s-simple,28,1.165716477199748,0.011606191259225036
SPHINCS+-SHA2-128s-simple,29,1.0473408548015863,0.010383810553917216
SPHINCS+-SHA2-128s-simple,30,1.1519398520031239,0.011385888735821467
no_signature,1,0.0,0.0
no_signature,2,0.0,0.0
no_signature,3,0.0,0.0
no_signature,4,0.0,0.0
no_signature,5,0.0,0.0
no_signature,6,0.0,0.0
no_signature,7,0.0,0.0
no_signature,8,0.0,0.0
no_signature,9,0.0,0.0
no_signature,10,0.0,0.0
no_signature,11,0.0,0.0
no_signature,12,0.0,0.0
no_signature,13,0.0,0.0
no_signature,14,0.0,0.0
no_signature,15,0.0,0.0
no_signature,16,0.0,0.0
no_signature,17,0.0,0.0
no_signature,18,0.0,0.0
no_signature,19,0.0,0.0
no_signature,20,0.0,0.0
no_signature,21,0.0,0.0
no_signature,22,0.0,0.0
no_signature,23,0.0,0.0
no_signature,24,0.0,0.0
no_signature,25,0.0,0.0
no_signature,26,0.0,0.0
no_signature,27,0.0,0.0
no_signature,28,0.0,0.0
no_signature,29,0.0,0.0
no_signature,30,0.0,0.0
